t,kind,detail
1251.50,explore_status,exploration_complete
1252.00,frontiers,avail=0 black=0
1252.00,explore_status,exploration_complete
1252.50,frontiers,avail=0 black=0
1252.50,explore_status,exploration_complete
1253.00,frontiers,avail=0 black=0
1253.00,explore_status,exploration_complete
1253.50,frontiers,avail=0 black=0
1253.50,explore_status,exploration_complete
1254.00,frontiers,avail=0 black=0
1254.00,explore_status,exploration_complete
1254.50,frontiers,avail=0 black=0
1254.50,explore_status,exploration_complete
1255.00,frontiers,avail=0 black=0
1255.00,explore_status,exploration_complete
1255.50,frontiers,avail=0 black=0
1255.50,explore_status,exploration_complete
1256.00,frontiers,avail=0 black=0
1256.00,explore_status,exploration_complete
1256.50,frontiers,avail=0 black=0
1256.50,explore_status,exploration_complete
1257.00,frontiers,avail=0 black=0
1257.00,explore_status,exploration_complete
1257.50,frontiers,avail=0 black=0
1257.50,explore_status,exploration_complete
1258.00,frontiers,avail=0 black=0
1258.00,explore_status,exploration_complete
1258.50,frontiers,avail=0 black=0
1258.50,explore_status,exploration_complete
1259.00,frontiers,avail=0 black=0
1259.00,explore_status,exploration_complete
1259.50,frontiers,avail=0 black=0
1259.50,explore_status,exploration_complete
1260.00,frontiers,avail=0 black=0
1260.01,explore_status,exploration_complete
1260.51,frontiers,avail=0 black=0
1260.51,explore_status,exploration_complete
1261.01,frontiers,avail=0 black=0
1261.01,explore_status,exploration_complete
1261.51,frontiers,avail=0 black=0
1261.51,explore_status,exploration_complete
1262.00,frontiers,avail=0 black=0
1262.01,explore_status,exploration_complete
1262.51,frontiers,avail=0 black=0
1262.51,explore_status,exploration_complete
1263.01,frontiers,avail=0 black=0
1263.01,explore_status,exploration_complete
1263.51,frontiers,avail=0 black=0
1263.51,explore_status,exploration_complete
1264.01,frontiers,avail=0 black=0
1264.01,explore_status,exploration_complete
1264.51,frontiers,avail=0 black=0
1264.51,explore_status,exploration_complete
1265.01,frontiers,avail=0 black=0
1265.01,explore_status,exploration_complete
1265.51,frontiers,avail=0 black=0
1265.51,explore_status,exploration_complete
1266.01,frontiers,avail=0 black=0
1266.01,explore_status,exploration_complete
1266.51,frontiers,avail=0 black=0
1266.51,explore_status,exploration_complete
1267.01,frontiers,avail=0 black=0
1267.01,explore_status,exploration_complete
1267.51,frontiers,avail=0 black=0
1267.51,explore_status,exploration_complete
1268.01,frontiers,avail=0 black=0
1268.01,explore_status,exploration_complete
1268.51,frontiers,avail=0 black=0
1268.51,explore_status,exploration_complete
1269.01,frontiers,avail=0 black=0
1269.01,explore_status,exploration_complete
1269.51,frontiers,avail=0 black=0
1269.51,explore_status,exploration_complete
1270.01,frontiers,avail=0 black=0
1270.01,explore_status,exploration_complete
1270.51,frontiers,avail=0 black=0
1270.51,explore_status,exploration_complete
1271.01,frontiers,avail=0 black=0
1271.01,explore_status,exploration_complete
1271.51,frontiers,avail=0 black=0
1271.51,explore_status,exploration_complete
1272.01,frontiers,avail=0 black=0
1272.01,explore_status,exploration_complete
1272.51,frontiers,avail=0 black=0
1272.51,explore_status,exploration_complete
1273.01,frontiers,avail=0 black=0
1273.01,explore_status,exploration_complete
1273.51,frontiers,avail=0 black=0
1273.51,explore_status,exploration_complete
1274.01,frontiers,avail=0 black=0
1274.01,explore_status,exploration_complete
1274.51,frontiers,avail=0 black=0
1274.51,explore_status,exploration_complete
1275.01,frontiers,avail=0 black=0
1275.01,explore_status,exploration_complete
1275.51,frontiers,avail=0 black=0
1275.51,explore_status,exploration_complete
1276.01,frontiers,avail=0 black=0
1276.01,explore_status,exploration_complete
1276.51,frontiers,avail=0 black=0
1276.51,explore_status,exploration_complete
1277.01,frontiers,avail=0 black=0
1277.01,explore_status,exploration_complete
1277.51,frontiers,avail=0 black=0
1277.51,explore_status,exploration_complete
1278.01,frontiers,avail=0 black=0
1278.01,explore_status,exploration_complete
1278.51,frontiers,avail=0 black=0
1278.51,explore_status,exploration_complete
1279.01,frontiers,avail=0 black=0
1279.01,explore_status,exploration_complete
1279.51,frontiers,avail=0 black=0
1279.51,explore_status,exploration_complete
1280.01,frontiers,avail=0 black=0
1280.01,explore_status,exploration_complete
1280.51,frontiers,avail=0 black=0
1280.51,explore_status,exploration_complete
1281.01,frontiers,avail=0 black=0
1281.01,explore_status,exploration_complete
1281.51,frontiers,avail=0 black=0
1281.51,explore_status,exploration_complete
1282.01,frontiers,avail=0 black=0
1282.01,explore_status,exploration_complete
1282.51,frontiers,avail=0 black=0
1282.51,explore_status,exploration_complete
1283.01,frontiers,avail=0 black=0
1283.01,explore_status,exploration_complete
1283.51,frontiers,avail=0 black=0
1283.51,explore_status,exploration_complete
1284.01,frontiers,avail=0 black=0
1284.01,explore_status,exploration_complete
1284.51,frontiers,avail=0 black=0
1284.51,explore_status,exploration_complete
1285.01,frontiers,avail=0 black=0
1285.01,explore_status,exploration_complete
1285.51,frontiers,avail=0 black=0
1285.51,explore_status,exploration_complete
1286.01,frontiers,avail=0 black=0
1286.01,explore_status,exploration_complete
1286.51,frontiers,avail=0 black=0
1286.51,explore_status,exploration_complete
1287.01,frontiers,avail=0 black=0
1287.01,explore_status,exploration_complete
1287.51,frontiers,avail=0 black=0
1287.51,explore_status,exploration_complete
1288.01,frontiers,avail=0 black=0
1288.01,explore_status,exploration_complete
1288.51,frontiers,avail=0 black=0
1288.51,explore_status,exploration_complete
1289.01,frontiers,avail=0 black=0
1289.01,explore_status,exploration_complete
1289.51,frontiers,avail=0 black=0
1289.51,explore_status,exploration_complete
1290.01,frontiers,avail=0 black=0
1290.01,explore_status,exploration_complete
1290.51,frontiers,avail=0 black=0
1290.51,explore_status,exploration_complete
1291.01,frontiers,avail=0 black=0
1291.01,explore_status,exploration_complete
1291.51,frontiers,avail=0 black=0
1291.51,explore_status,exploration_complete
1292.01,frontiers,avail=0 black=0
1292.01,explore_status,exploration_complete
1292.51,frontiers,avail=0 black=0
1292.51,explore_status,exploration_complete
1293.01,frontiers,avail=0 black=0
1293.01,explore_status,exploration_complete
1293.51,frontiers,avail=0 black=0
1293.51,explore_status,exploration_complete
1294.01,frontiers,avail=0 black=0
1294.01,explore_status,exploration_complete
1294.51,frontiers,avail=0 black=0
1294.51,explore_status,exploration_complete
1295.01,frontiers,avail=0 black=0
1295.01,explore_status,exploration_complete
1295.51,frontiers,avail=0 black=0
1295.51,explore_status,exploration_complete
1296.01,frontiers,avail=0 black=0
1296.01,explore_status,exploration_complete
1296.51,frontiers,avail=0 black=0
1296.51,explore_status,exploration_complete
1297.01,frontiers,avail=0 black=0
1297.01,explore_status,exploration_complete
1297.51,frontiers,avail=0 black=0
1297.51,explore_status,exploration_complete
1298.01,frontiers,avail=0 black=0
1298.01,explore_status,exploration_complete
1298.51,frontiers,avail=0 black=0
1298.51,explore_status,exploration_complete
1299.01,frontiers,avail=0 black=0
1299.01,explore_status,exploration_complete
1299.51,frontiers,avail=0 black=0
1299.51,explore_status,exploration_complete
1300.01,frontiers,avail=0 black=0
1300.01,explore_status,exploration_complete
1300.51,frontiers,avail=0 black=0
1300.51,explore_status,exploration_complete
1301.01,frontiers,avail=0 black=0
1301.01,explore_status,exploration_complete
1301.51,frontiers,avail=0 black=0
1301.51,explore_status,exploration_complete
1302.01,frontiers,avail=0 black=0
1302.01,explore_status,exploration_complete
1302.51,frontiers,avail=0 black=0
1302.51,explore_status,exploration_complete
1303.01,frontiers,avail=0 black=0
1303.01,explore_status,exploration_complete
1303.51,frontiers,avail=0 black=0
1303.51,explore_status,exploration_complete
1304.01,frontiers,avail=0 black=0
1304.01,explore_status,exploration_complete
1304.51,frontiers,avail=0 black=0
1304.51,explore_status,exploration_complete
1305.01,frontiers,avail=0 black=0
1305.01,explore_status,exploration_complete
1305.51,frontiers,avail=0 black=0
1305.51,explore_status,exploration_complete
1306.01,frontiers,avail=0 black=0
1306.01,explore_status,exploration_complete
1306.51,frontiers,avail=0 black=0
1306.51,explore_status,exploration_complete
1307.01,frontiers,avail=0 black=0
1307.01,explore_status,exploration_complete
1307.51,frontiers,avail=0 black=0
1307.51,explore_status,exploration_complete
1308.01,frontiers,avail=0 black=0
1308.01,explore_status,exploration_complete
1308.51,frontiers,avail=0 black=0
1308.51,explore_status,exploration_complete
1309.01,frontiers,avail=0 black=0
1309.01,explore_status,exploration_complete
1309.51,frontiers,avail=0 black=0
1309.51,explore_status,exploration_complete
1310.01,frontiers,avail=0 black=0
1310.01,explore_status,exploration_complete
1310.51,frontiers,avail=0 black=0
1310.51,explore_status,exploration_complete
1311.01,frontiers,avail=0 black=0
1311.01,explore_status,exploration_complete
1311.51,frontiers,avail=0 black=0
1311.51,explore_status,exploration_complete
1312.01,frontiers,avail=0 black=0
1312.01,explore_status,exploration_complete
1312.51,frontiers,avail=0 black=0
1312.51,explore_status,exploration_complete
1313.01,frontiers,avail=0 black=0
1313.01,explore_status,exploration_complete
1313.51,frontiers,avail=0 black=0
1313.51,explore_status,exploration_complete
1314.01,frontiers,avail=0 black=0
1314.01,explore_status,exploration_complete
1314.51,frontiers,avail=0 black=0
1314.51,explore_status,exploration_complete
1315.01,frontiers,avail=0 black=0
1315.01,explore_status,exploration_complete
1315.51,frontiers,avail=0 black=0
1315.51,explore_status,exploration_complete
1316.01,frontiers,avail=0 black=0
1316.01,explore_status,exploration_complete
1316.51,frontiers,avail=0 black=0
1316.51,explore_status,exploration_complete
1317.01,frontiers,avail=0 black=0
1317.01,explore_status,exploration_complete
1317.51,frontiers,avail=0 black=0
1317.51,explore_status,exploration_complete
1318.01,frontiers,avail=0 black=0
1318.01,explore_status,exploration_complete
1318.51,frontiers,avail=0 black=0
1318.51,explore_status,exploration_complete
1319.01,frontiers,avail=0 black=0
1319.01,explore_status,exploration_complete
1319.51,frontiers,avail=0 black=0
1319.51,explore_status,exploration_complete
1320.01,frontiers,avail=0 black=0
1320.01,explore_status,exploration_complete
1320.51,frontiers,avail=0 black=0
1320.51,explore_status,exploration_complete
1321.01,frontiers,avail=0 black=0
1321.01,explore_status,exploration_complete
1321.51,frontiers,avail=0 black=0
1321.51,explore_status,exploration_complete
1322.01,frontiers,avail=0 black=0
1322.01,explore_status,exploration_complete
1322.51,frontiers,avail=0 black=0
1322.51,explore_status,exploration_complete
1323.01,frontiers,avail=0 black=0
1323.01,explore_status,exploration_complete
1323.51,frontiers,avail=0 black=0
1323.51,explore_status,exploration_complete
1324.01,frontiers,avail=0 black=0
1324.01,explore_status,exploration_complete
1324.51,frontiers,avail=0 black=0
1324.51,explore_status,exploration_complete
1325.01,frontiers,avail=0 black=0
1325.01,explore_status,exploration_complete
1325.51,frontiers,avail=0 black=0
1325.51,explore_status,exploration_complete
1326.01,frontiers,avail=0 black=0
1326.01,explore_status,exploration_complete
1326.51,frontiers,avail=0 black=0
1326.51,explore_status,exploration_complete
1327.01,frontiers,avail=0 black=0
1327.01,explore_status,exploration_complete
1327.51,frontiers,avail=0 black=0
1327.51,explore_status,exploration_complete
1328.01,frontiers,avail=0 black=0
1328.01,explore_status,exploration_complete
1328.51,frontiers,avail=0 black=0
1328.51,explore_status,exploration_complete
1329.01,frontiers,avail=0 black=0
1329.01,explore_status,exploration_complete
1329.51,frontiers,avail=0 black=0
1329.51,explore_status,exploration_complete
1330.01,frontiers,avail=0 black=0
1330.01,explore_status,exploration_complete
1330.51,frontiers,avail=0 black=0
1330.51,explore_status,exploration_complete
1331.01,frontiers,avail=0 black=0
1331.01,explore_status,exploration_complete
1331.51,frontiers,avail=0 black=0
1331.51,explore_status,exploration_complete
1332.01,frontiers,avail=0 black=0
1332.01,explore_status,exploration_complete
1332.51,frontiers,avail=0 black=0
1332.51,explore_status,exploration_complete
1333.01,frontiers,avail=0 black=0
1333.01,explore_status,exploration_complete
1333.51,frontiers,avail=0 black=0
1333.51,explore_status,exploration_complete
1334.01,frontiers,avail=0 black=0
1334.01,explore_status,exploration_complete
1334.51,frontiers,avail=0 black=0
1334.51,explore_status,exploration_complete
1335.01,frontiers,avail=0 black=0
1335.01,explore_status,exploration_complete
1335.51,frontiers,avail=0 black=0
1335.51,explore_status,exploration_complete
1336.01,frontiers,avail=0 black=0
1336.01,explore_status,exploration_complete
1336.51,frontiers,avail=0 black=0
1336.51,explore_status,exploration_complete
1337.01,frontiers,avail=0 black=0
1337.01,explore_status,exploration_complete
1337.51,frontiers,avail=0 black=0
1337.51,explore_status,exploration_complete
1338.01,frontiers,avail=0 black=0
1338.01,explore_status,exploration_complete
1338.51,frontiers,avail=0 black=0
1338.51,explore_status,exploration_complete
1339.01,frontiers,avail=0 black=0
1339.01,explore_status,exploration_complete
1339.51,frontiers,avail=0 black=0
1339.51,explore_status,exploration_complete
1340.01,frontiers,avail=0 black=0
1340.01,explore_status,exploration_complete
1340.51,frontiers,avail=0 black=0
1340.51,explore_status,exploration_complete
1341.01,frontiers,avail=0 black=0
1341.01,explore_status,exploration_complete
1341.51,frontiers,avail=0 black=0
1341.51,explore_status,exploration_complete
1342.01,frontiers,avail=0 black=0
1342.01,explore_status,exploration_complete
1342.51,frontiers,avail=0 black=0
1342.51,explore_status,exploration_complete
1343.01,frontiers,avail=0 black=0
1343.01,explore_status,exploration_complete
1343.51,frontiers,avail=0 black=0
1343.51,explore_status,exploration_complete
1344.01,frontiers,avail=0 black=0
1344.01,explore_status,exploration_complete
1344.51,frontiers,avail=0 black=0
1344.51,explore_status,exploration_complete
1345.01,frontiers,avail=0 black=0
1345.01,explore_status,exploration_complete
1345.51,frontiers,avail=0 black=0
1345.51,explore_status,exploration_complete
1346.01,frontiers,avail=0 black=0
1346.01,explore_status,exploration_complete
1346.51,frontiers,avail=0 black=0
1346.51,explore_status,exploration_complete
1347.01,frontiers,avail=0 black=0
1347.01,explore_status,exploration_complete
1347.51,frontiers,avail=0 black=0
1347.51,explore_status,exploration_complete
1348.01,frontiers,avail=0 black=0
1348.01,explore_status,exploration_complete
1348.51,frontiers,avail=0 black=0
1348.51,explore_status,exploration_complete
1349.01,frontiers,avail=0 black=0
1349.01,explore_status,exploration_complete
1349.51,frontiers,avail=0 black=0
1349.51,explore_status,exploration_complete
1350.01,frontiers,avail=0 black=0
1350.01,explore_status,exploration_complete
1350.51,frontiers,avail=0 black=0
1350.51,explore_status,exploration_complete
1351.01,frontiers,avail=0 black=0
1351.01,explore_status,exploration_complete
1351.51,frontiers,avail=0 black=0
1351.51,explore_status,exploration_complete
1352.01,frontiers,avail=0 black=0
1352.01,explore_status,exploration_complete
1352.51,frontiers,avail=0 black=0
1352.51,explore_status,exploration_complete
1353.01,frontiers,avail=0 black=0
1353.01,explore_status,exploration_complete
1353.51,frontiers,avail=0 black=0
1353.51,explore_status,exploration_complete
1354.01,frontiers,avail=0 black=0
1354.01,explore_status,exploration_complete
1354.51,frontiers,avail=0 black=0
1354.51,explore_status,exploration_complete
1355.01,frontiers,avail=0 black=0
1355.01,explore_status,exploration_complete
1355.51,frontiers,avail=0 black=0
1355.51,explore_status,exploration_complete
1356.01,frontiers,avail=0 black=0
1356.01,explore_status,exploration_complete
1356.51,frontiers,avail=0 black=0
1356.51,explore_status,exploration_complete
1357.01,frontiers,avail=0 black=0
1357.01,explore_status,exploration_complete
1357.51,frontiers,avail=0 black=0
1357.51,explore_status,exploration_complete
1358.01,frontiers,avail=0 black=0
1358.01,explore_status,exploration_complete
1358.51,frontiers,avail=0 black=0
1358.51,explore_status,exploration_complete
1359.01,frontiers,avail=0 black=0
1359.01,explore_status,exploration_complete
1359.51,frontiers,avail=0 black=0
1359.51,explore_status,exploration_complete
1360.01,frontiers,avail=0 black=0
1360.01,explore_status,exploration_complete
1360.51,frontiers,avail=0 black=0
1360.51,explore_status,exploration_complete
1361.01,frontiers,avail=0 black=0
1361.01,explore_status,exploration_complete
1361.51,frontiers,avail=0 black=0
1361.51,explore_status,exploration_complete
1362.01,frontiers,avail=0 black=0
1362.01,explore_status,exploration_complete
1362.51,frontiers,avail=0 black=0
1362.51,explore_status,exploration_complete
1363.01,frontiers,avail=0 black=0
1363.01,explore_status,exploration_complete
1363.51,frontiers,avail=0 black=0
1363.51,explore_status,exploration_complete
1364.01,frontiers,avail=0 black=0
1364.01,explore_status,exploration_complete
1364.51,frontiers,avail=0 black=0
1364.51,explore_status,exploration_complete
1365.01,frontiers,avail=0 black=0
1365.01,explore_status,exploration_complete
1365.51,frontiers,avail=0 black=0
1365.51,explore_status,exploration_complete
1366.01,frontiers,avail=0 black=0
1366.01,explore_status,exploration_complete
1366.51,frontiers,avail=0 black=0
1366.51,explore_status,exploration_complete
1367.01,frontiers,avail=0 black=0
1367.01,explore_status,exploration_complete
1367.51,frontiers,avail=0 black=0
1367.51,explore_status,exploration_complete
1368.01,frontiers,avail=0 black=0
1368.01,explore_status,exploration_complete
1368.51,frontiers,avail=0 black=0
1368.51,explore_status,exploration_complete
1369.01,frontiers,avail=0 black=0
1369.01,explore_status,exploration_complete
1369.51,frontiers,avail=0 black=0
1369.51,explore_status,exploration_complete
1370.01,frontiers,avail=0 black=0
1370.01,explore_status,exploration_complete
1370.51,frontiers,avail=0 black=0
1370.51,explore_status,exploration_complete
1371.01,frontiers,avail=0 black=0
1371.01,explore_status,exploration_complete
1371.51,frontiers,avail=0 black=0
1371.51,explore_status,exploration_complete
1372.01,frontiers,avail=0 black=0
1372.01,explore_status,exploration_complete
1372.51,frontiers,avail=0 black=0
1372.51,explore_status,exploration_complete
1373.01,frontiers,avail=0 black=0
1373.01,explore_status,exploration_complete
1373.51,frontiers,avail=0 black=0
1373.51,explore_status,exploration_complete
1374.01,frontiers,avail=0 black=0
1374.01,explore_status,exploration_complete
1374.51,frontiers,avail=0 black=0
1374.51,explore_status,exploration_complete
1375.01,frontiers,avail=0 black=0
1375.01,explore_status,exploration_complete
1375.51,frontiers,avail=0 black=0
1375.51,explore_status,exploration_complete
1376.01,frontiers,avail=0 black=0
1376.01,explore_status,exploration_complete
1376.51,frontiers,avail=0 black=0
1376.51,explore_status,exploration_complete
1377.01,frontiers,avail=0 black=0
1377.01,explore_status,exploration_complete
1377.51,frontiers,avail=0 black=0
1377.51,explore_status,exploration_complete
1378.01,frontiers,avail=0 black=0
1378.01,explore_status,exploration_complete
1378.51,frontiers,avail=0 black=0
1378.51,explore_status,exploration_complete
1379.01,frontiers,avail=0 black=0
1379.01,explore_status,exploration_complete
1379.51,frontiers,avail=0 black=0
1379.51,explore_status,exploration_complete
1380.01,frontiers,avail=0 black=0
1380.01,explore_status,exploration_complete
1380.51,frontiers,avail=0 black=0
1380.51,explore_status,exploration_complete
1381.01,frontiers,avail=0 black=0
1381.01,explore_status,exploration_complete
1381.51,frontiers,avail=0 black=0
1381.51,explore_status,exploration_complete
1382.01,frontiers,avail=0 black=0
1382.01,explore_status,exploration_complete
1382.51,frontiers,avail=0 black=0
1382.51,explore_status,exploration_complete
1383.01,frontiers,avail=0 black=0
1383.01,explore_status,exploration_complete
1383.51,frontiers,avail=0 black=0
1383.51,explore_status,exploration_complete
1384.01,frontiers,avail=0 black=0
1384.01,explore_status,exploration_complete
1384.51,frontiers,avail=0 black=0
1384.51,explore_status,exploration_complete
1385.01,frontiers,avail=0 black=0
1385.01,explore_status,exploration_complete
1385.51,frontiers,avail=0 black=0
1385.51,explore_status,exploration_complete
1386.01,frontiers,avail=0 black=0
1386.01,explore_status,exploration_complete
1386.51,frontiers,avail=0 black=0
1386.51,explore_status,exploration_complete
1387.01,frontiers,avail=0 black=0
1387.01,explore_status,exploration_complete
1387.52,frontiers,avail=0 black=0
1387.52,explore_status,exploration_complete
1388.02,frontiers,avail=0 black=0
1388.02,explore_status,exploration_complete
1388.52,frontiers,avail=0 black=0
1388.52,explore_status,exploration_complete
1389.01,frontiers,avail=0 black=0
1389.02,explore_status,exploration_complete
1389.51,frontiers,avail=0 black=0
1389.52,explore_status,exploration_complete
1390.01,frontiers,avail=0 black=0
1390.01,explore_status,exploration_complete
1390.51,frontiers,avail=0 black=0
1390.52,explore_status,exploration_complete
1391.02,frontiers,avail=0 black=0
1391.02,explore_status,exploration_complete
1391.52,frontiers,avail=0 black=0
1391.52,explore_status,exploration_complete
1392.01,frontiers,avail=0 black=0
1392.02,explore_status,exploration_complete
1392.51,frontiers,avail=0 black=0
1392.52,explore_status,exploration_complete
1393.01,frontiers,avail=0 black=0
1393.02,explore_status,exploration_complete
1393.51,frontiers,avail=0 black=0
1393.52,explore_status,exploration_complete
1394.01,frontiers,avail=0 black=0
1394.01,explore_status,exploration_complete
1394.51,frontiers,avail=0 black=0
1394.52,explore_status,exploration_complete
1395.01,frontiers,avail=0 black=0
1395.02,explore_status,exploration_complete
1395.51,frontiers,avail=0 black=0
1395.52,explore_status,exploration_complete
1396.02,frontiers,avail=0 black=0
1396.02,explore_status,exploration_complete
1396.51,frontiers,avail=0 black=0
1396.52,explore_status,exploration_complete
1397.01,frontiers,avail=0 black=0
1397.02,explore_status,exploration_complete
1397.52,frontiers,avail=0 black=0
1397.52,explore_status,exploration_complete
1398.01,frontiers,avail=0 black=0
1398.01,explore_status,exploration_complete
1398.51,frontiers,avail=0 black=0
1398.51,explore_status,exploration_complete
1399.01,frontiers,avail=0 black=0
1399.02,explore_status,exploration_complete
1399.51,frontiers,avail=0 black=0
1399.51,explore_status,exploration_complete
1400.01,frontiers,avail=0 black=0
1400.01,explore_status,exploration_complete
1400.51,frontiers,avail=0 black=0
1400.52,explore_status,exploration_complete
1401.01,frontiers,avail=0 black=0
1401.01,explore_status,exploration_complete
1401.52,frontiers,avail=0 black=0
1401.52,explore_status,exploration_complete
1402.02,frontiers,avail=0 black=0
1402.02,explore_status,exploration_complete
1402.51,frontiers,avail=0 black=0
1402.51,explore_status,exploration_complete
1403.01,frontiers,avail=0 black=0
1403.01,explore_status,exploration_complete
1403.51,frontiers,avail=0 black=0
1403.52,explore_status,exploration_complete
1404.01,frontiers,avail=0 black=0
1404.01,explore_status,exploration_complete
1404.52,frontiers,avail=0 black=0
1404.52,explore_status,exploration_complete
1405.02,frontiers,avail=0 black=0
1405.02,explore_status,exploration_complete
1405.51,frontiers,avail=0 black=0
1405.52,explore_status,exploration_complete
1406.02,frontiers,avail=0 black=0
1406.02,explore_status,exploration_complete
1406.52,frontiers,avail=0 black=0
1406.52,explore_status,exploration_complete
1407.02,frontiers,avail=0 black=0
1407.02,explore_status,exploration_complete
1407.51,frontiers,avail=0 black=0
1407.51,explore_status,exploration_complete
1408.01,frontiers,avail=0 black=0
1408.01,explore_status,exploration_complete
1408.51,frontiers,avail=0 black=0
1408.52,explore_status,exploration_complete
1409.02,frontiers,avail=0 black=0
1409.02,explore_status,exploration_complete
1409.52,frontiers,avail=0 black=0
1409.52,explore_status,exploration_complete
1410.01,frontiers,avail=0 black=0
1410.02,explore_status,exploration_complete
1410.52,frontiers,avail=0 black=0
1410.52,explore_status,exploration_complete
1411.01,frontiers,avail=0 black=0
1411.02,explore_status,exploration_complete
1411.52,frontiers,avail=0 black=0
1411.52,explore_status,exploration_complete
1412.01,frontiers,avail=0 black=0
1412.02,explore_status,exploration_complete
1412.51,frontiers,avail=0 black=0
1412.51,explore_status,exploration_complete
1413.01,frontiers,avail=0 black=0
1413.01,explore_status,exploration_complete
1413.51,frontiers,avail=0 black=0
1413.51,explore_status,exploration_complete
1414.01,frontiers,avail=0 black=0
1414.02,explore_status,exploration_complete
1414.51,frontiers,avail=0 black=0
1414.52,explore_status,exploration_complete
1415.01,frontiers,avail=0 black=0
1415.02,explore_status,exploration_complete
1415.52,frontiers,avail=0 black=0
1415.52,explore_status,exploration_complete
1416.02,frontiers,avail=0 black=0
1416.02,explore_status,exploration_complete
1416.51,frontiers,avail=0 black=0
1416.51,explore_status,exploration_complete
1417.01,frontiers,avail=0 black=0
1417.01,explore_status,exploration_complete
1417.51,frontiers,avail=0 black=0
1417.52,explore_status,exploration_complete
1418.01,frontiers,avail=0 black=0
1418.01,explore_status,exploration_complete
1418.51,frontiers,avail=0 black=0
1418.52,explore_status,exploration_complete
1419.02,frontiers,avail=0 black=0
1419.02,explore_status,exploration_complete
1419.51,frontiers,avail=0 black=0
1419.51,explore_status,exploration_complete
1420.02,frontiers,avail=0 black=0
1420.02,explore_status,exploration_complete
1420.52,frontiers,avail=0 black=0
1420.52,explore_status,exploration_complete
1421.01,frontiers,avail=0 black=0
1421.01,explore_status,exploration_complete
1421.52,frontiers,avail=0 black=0
1421.52,explore_status,exploration_complete
1422.01,frontiers,avail=0 black=0
1422.02,explore_status,exploration_complete
1422.51,frontiers,avail=0 black=0
1422.51,explore_status,exploration_complete
1423.01,frontiers,avail=0 black=0
1423.01,explore_status,exploration_complete
1423.52,frontiers,avail=0 black=0
1423.52,explore_status,exploration_complete
1424.01,frontiers,avail=0 black=0
1424.01,explore_status,exploration_complete
1424.52,frontiers,avail=0 black=0
1424.52,explore_status,exploration_complete
1425.01,frontiers,avail=0 black=0
1425.01,explore_status,exploration_complete
1425.51,frontiers,avail=0 black=0
1425.52,explore_status,exploration_complete
1426.02,frontiers,avail=0 black=0
1426.02,explore_status,exploration_complete
1426.52,frontiers,avail=0 black=0
1426.52,explore_status,exploration_complete
1427.02,frontiers,avail=0 black=0
1427.02,explore_status,exploration_complete
1427.52,frontiers,avail=0 black=0
1427.52,explore_status,exploration_complete
1428.02,frontiers,avail=0 black=0
1428.02,explore_status,exploration_complete
1428.52,frontiers,avail=0 black=0
1428.52,explore_status,exploration_complete
1429.02,frontiers,avail=0 black=0
1429.02,explore_status,exploration_complete
1429.52,frontiers,avail=0 black=0
1429.52,explore_status,exploration_complete
1430.02,frontiers,avail=0 black=0
1430.02,explore_status,exploration_complete
1430.52,frontiers,avail=0 black=0
1430.52,explore_status,exploration_complete
1431.02,frontiers,avail=0 black=0
1431.02,explore_status,exploration_complete
1431.52,frontiers,avail=0 black=0
1431.52,explore_status,exploration_complete
1432.02,frontiers,avail=0 black=0
1432.02,explore_status,exploration_complete
1432.52,frontiers,avail=0 black=0
1432.52,explore_status,exploration_complete
1433.02,frontiers,avail=0 black=0
1433.02,explore_status,exploration_complete
1433.52,frontiers,avail=0 black=0
1433.52,explore_status,exploration_complete
1434.02,frontiers,avail=0 black=0
1434.02,explore_status,exploration_complete
1434.52,frontiers,avail=0 black=0
1434.52,explore_status,exploration_complete
1435.02,frontiers,avail=0 black=0
1435.02,explore_status,exploration_complete
1435.52,frontiers,avail=0 black=0
1435.52,explore_status,exploration_complete
1436.02,frontiers,avail=0 black=0
1436.02,explore_status,exploration_complete
1436.52,frontiers,avail=0 black=0
1436.52,explore_status,exploration_complete
1437.02,frontiers,avail=0 black=0
1437.02,explore_status,exploration_complete
1437.52,frontiers,avail=0 black=0
1437.52,explore_status,exploration_complete
1438.02,frontiers,avail=0 black=0
1438.02,explore_status,exploration_complete
1438.52,frontiers,avail=0 black=0
1438.52,explore_status,exploration_complete
1439.02,frontiers,avail=0 black=0
1439.02,explore_status,exploration_complete
1439.52,frontiers,avail=0 black=0
1439.52,explore_status,exploration_complete
1440.02,frontiers,avail=0 black=0
1440.02,explore_status,exploration_complete
1440.52,frontiers,avail=0 black=0
1440.52,explore_status,exploration_complete
1441.02,frontiers,avail=0 black=0
1441.02,explore_status,exploration_complete
1441.52,frontiers,avail=0 black=0
1441.52,explore_status,exploration_complete
1442.02,frontiers,avail=0 black=0
1442.02,explore_status,exploration_complete
1442.52,frontiers,avail=0 black=0
1442.52,explore_status,exploration_complete
1443.02,frontiers,avail=0 black=0
1443.02,explore_status,exploration_complete
1443.52,frontiers,avail=0 black=0
1443.52,explore_status,exploration_complete
1444.02,frontiers,avail=0 black=0
1444.02,explore_status,exploration_complete
1444.52,frontiers,avail=0 black=0
1444.52,explore_status,exploration_complete
1445.02,frontiers,avail=0 black=0
1445.02,explore_status,exploration_complete
1445.52,frontiers,avail=0 black=0
1445.52,explore_status,exploration_complete
