t,kind,detail
1513.14,frontiers,avail=2 black=0
1513.14,explore_status,exploration_complete
1513.64,frontiers,avail=2 black=0
1513.64,explore_status,exploration_complete
1514.14,frontiers,avail=2 black=0
1514.14,explore_status,exploration_complete
1514.64,frontiers,avail=2 black=0
1514.64,explore_status,exploration_complete
1515.14,frontiers,avail=2 black=0
1515.14,explore_status,exploration_complete
1515.64,frontiers,avail=2 black=0
1515.64,explore_status,exploration_complete
1516.14,frontiers,avail=2 black=0
1516.14,explore_status,exploration_complete
1516.64,frontiers,avail=2 black=0
1516.64,explore_status,exploration_complete
1517.14,frontiers,avail=2 black=0
1517.14,explore_status,exploration_complete
1517.64,frontiers,avail=2 black=0
1517.64,explore_status,exploration_complete
1518.14,frontiers,avail=2 black=0
1518.14,explore_status,exploration_complete
1518.64,frontiers,avail=2 black=0
1518.64,explore_status,exploration_complete
1519.14,frontiers,avail=2 black=0
1519.14,explore_status,exploration_complete
1519.64,frontiers,avail=2 black=0
1519.64,explore_status,exploration_complete
1520.14,frontiers,avail=2 black=0
1520.14,explore_status,exploration_complete
1520.64,frontiers,avail=2 black=0
1520.64,explore_status,exploration_complete
1521.14,frontiers,avail=2 black=0
1521.14,explore_status,exploration_complete
1521.64,frontiers,avail=2 black=0
1521.64,explore_status,exploration_complete
1522.14,frontiers,avail=2 black=0
1522.14,explore_status,exploration_complete
1522.64,frontiers,avail=2 black=0
1522.64,explore_status,exploration_complete
1523.14,frontiers,avail=2 black=0
1523.14,explore_status,exploration_complete
1523.64,frontiers,avail=2 black=0
1523.64,explore_status,exploration_complete
1524.14,frontiers,avail=2 black=0
1524.14,explore_status,exploration_complete
1524.64,frontiers,avail=2 black=0
1524.64,explore_status,exploration_complete
1525.14,frontiers,avail=2 black=0
1525.14,explore_status,exploration_complete
1525.64,frontiers,avail=2 black=0
1525.64,explore_status,exploration_complete
1526.14,frontiers,avail=2 black=0
1526.14,explore_status,exploration_complete
1526.64,frontiers,avail=2 black=0
1526.64,explore_status,exploration_complete
1527.14,frontiers,avail=2 black=0
1527.14,explore_status,exploration_complete
1527.64,frontiers,avail=2 black=0
1527.64,explore_status,exploration_complete
1528.14,frontiers,avail=2 black=0
1528.14,explore_status,exploration_complete
1528.64,frontiers,avail=2 black=0
1528.64,explore_status,exploration_complete
1529.14,frontiers,avail=2 black=0
1529.14,explore_status,exploration_complete
1529.64,frontiers,avail=2 black=0
1529.64,explore_status,exploration_complete
1530.14,frontiers,avail=2 black=0
1530.14,explore_status,exploration_complete
1530.64,frontiers,avail=2 black=0
1530.64,explore_status,exploration_complete
1531.14,frontiers,avail=2 black=0
1531.14,explore_status,exploration_complete
1531.64,frontiers,avail=2 black=0
1531.64,explore_status,exploration_complete
1532.14,frontiers,avail=2 black=0
1532.14,explore_status,exploration_complete
1532.64,frontiers,avail=2 black=0
1532.64,explore_status,exploration_complete
1533.14,frontiers,avail=2 black=0
1533.14,explore_status,exploration_complete
1533.64,frontiers,avail=2 black=0
1533.64,explore_status,exploration_complete
1534.14,frontiers,avail=2 black=0
1534.14,explore_status,exploration_complete
1534.64,frontiers,avail=2 black=0
1534.64,explore_status,exploration_complete
1535.14,frontiers,avail=2 black=0
1535.14,explore_status,exploration_complete
1535.64,frontiers,avail=2 black=0
1535.64,explore_status,exploration_complete
1536.14,frontiers,avail=2 black=0
1536.14,explore_status,exploration_complete
1536.64,frontiers,avail=2 black=0
1536.64,explore_status,exploration_complete
1537.14,frontiers,avail=2 black=0
1537.14,explore_status,exploration_complete
1537.64,frontiers,avail=2 black=0
1537.64,explore_status,exploration_complete
1538.14,frontiers,avail=2 black=0
1538.14,explore_status,exploration_complete
1538.64,frontiers,avail=2 black=0
1538.64,explore_status,exploration_complete
1539.14,frontiers,avail=2 black=0
1539.14,explore_status,exploration_complete
1539.64,frontiers,avail=2 black=0
1539.64,explore_status,exploration_complete
1540.14,frontiers,avail=2 black=0
1540.14,explore_status,exploration_complete
1540.64,frontiers,avail=2 black=0
1540.64,explore_status,exploration_complete
1541.14,frontiers,avail=2 black=0
1541.14,explore_status,exploration_complete
1541.64,frontiers,avail=2 black=0
1541.64,explore_status,exploration_complete
1542.14,frontiers,avail=2 black=0
1542.14,explore_status,exploration_complete
1542.64,frontiers,avail=2 black=0
1542.64,explore_status,exploration_complete
1543.14,frontiers,avail=2 black=0
1543.14,explore_status,exploration_complete
1543.64,frontiers,avail=2 black=0
1543.64,explore_status,exploration_complete
1544.14,frontiers,avail=2 black=0
1544.14,explore_status,exploration_complete
1544.64,frontiers,avail=2 black=0
1544.64,explore_status,exploration_complete
1545.14,frontiers,avail=2 black=0
1545.14,explore_status,exploration_complete
1545.64,frontiers,avail=2 black=0
1545.64,explore_status,exploration_complete
1546.14,frontiers,avail=2 black=0
1546.14,explore_status,exploration_complete
1546.64,frontiers,avail=2 black=0
1546.64,explore_status,exploration_complete
1547.14,frontiers,avail=2 black=0
1547.14,explore_status,exploration_complete
1547.64,frontiers,avail=2 black=0
1547.64,explore_status,exploration_complete
1548.14,frontiers,avail=2 black=0
1548.14,explore_status,exploration_complete
1548.64,frontiers,avail=2 black=0
1548.64,explore_status,exploration_complete
1549.14,frontiers,avail=2 black=0
1549.14,explore_status,exploration_complete
1549.64,frontiers,avail=2 black=0
1549.64,explore_status,exploration_complete
1550.14,frontiers,avail=2 black=0
1550.14,explore_status,exploration_complete
1550.64,frontiers,avail=2 black=0
1550.64,explore_status,exploration_complete
1551.14,frontiers,avail=2 black=0
1551.14,explore_status,exploration_complete
1551.64,frontiers,avail=2 black=0
1551.64,explore_status,exploration_complete
1552.14,frontiers,avail=2 black=0
1552.14,explore_status,exploration_complete
1552.64,frontiers,avail=2 black=0
1552.64,explore_status,exploration_complete
1553.14,frontiers,avail=2 black=0
1553.14,explore_status,exploration_complete
1553.64,frontiers,avail=2 black=0
1553.64,explore_status,exploration_complete
1554.14,frontiers,avail=2 black=0
1554.14,explore_status,exploration_complete
1554.64,frontiers,avail=2 black=0
1554.64,explore_status,exploration_complete
1555.14,frontiers,avail=2 black=0
1555.14,explore_status,exploration_complete
1555.64,frontiers,avail=2 black=0
1555.64,explore_status,exploration_complete
1556.14,frontiers,avail=2 black=0
1556.14,explore_status,exploration_complete
1556.64,frontiers,avail=2 black=0
1556.64,explore_status,exploration_complete
1557.14,frontiers,avail=2 black=0
1557.14,explore_status,exploration_complete
1557.64,frontiers,avail=2 black=0
1557.64,explore_status,exploration_complete
1558.14,frontiers,avail=2 black=0
1558.14,explore_status,exploration_complete
1558.64,frontiers,avail=2 black=0
1558.64,explore_status,exploration_complete
1559.14,frontiers,avail=2 black=0
1559.14,explore_status,exploration_complete
1559.64,frontiers,avail=2 black=0
1559.64,explore_status,exploration_complete
1560.14,frontiers,avail=2 black=0
1560.14,explore_status,exploration_complete
1560.64,frontiers,avail=2 black=0
1560.64,explore_status,exploration_complete
1561.14,frontiers,avail=2 black=0
1561.14,explore_status,exploration_complete
1561.64,frontiers,avail=2 black=0
1561.64,explore_status,exploration_complete
1562.14,frontiers,avail=2 black=0
1562.14,explore_status,exploration_complete
1562.64,frontiers,avail=2 black=0
1562.64,explore_status,exploration_complete
1563.14,frontiers,avail=2 black=0
1563.14,explore_status,exploration_complete
1563.64,frontiers,avail=2 black=0
1563.64,explore_status,exploration_complete
1564.14,frontiers,avail=2 black=0
1564.14,explore_status,exploration_complete
1564.64,frontiers,avail=2 black=0
1564.64,explore_status,exploration_complete
1565.14,frontiers,avail=2 black=0
1565.14,explore_status,exploration_complete
1565.64,frontiers,avail=2 black=0
1565.64,explore_status,exploration_complete
1566.14,frontiers,avail=2 black=0
1566.14,explore_status,exploration_complete
1566.64,frontiers,avail=2 black=0
1566.64,explore_status,exploration_complete
1567.14,frontiers,avail=2 black=0
1567.14,explore_status,exploration_complete
1567.64,frontiers,avail=2 black=0
1567.64,explore_status,exploration_complete
1568.14,frontiers,avail=2 black=0
1568.14,explore_status,exploration_complete
1568.64,frontiers,avail=2 black=0
1568.64,explore_status,exploration_complete
1569.14,frontiers,avail=2 black=0
1569.14,explore_status,exploration_complete
1569.64,frontiers,avail=2 black=0
1569.64,explore_status,exploration_complete
1570.14,frontiers,avail=2 black=0
1570.14,explore_status,exploration_complete
1570.64,frontiers,avail=2 black=0
1570.64,explore_status,exploration_complete
1571.14,frontiers,avail=2 black=0
1571.14,explore_status,exploration_complete
1571.64,frontiers,avail=2 black=0
1571.64,explore_status,exploration_complete
1572.14,frontiers,avail=2 black=0
1572.14,explore_status,exploration_complete
1572.64,frontiers,avail=2 black=0
1572.64,explore_status,exploration_complete
1573.14,frontiers,avail=2 black=0
1573.14,explore_status,exploration_complete
1573.64,frontiers,avail=2 black=0
1573.64,explore_status,exploration_complete
1574.14,frontiers,avail=2 black=0
1574.14,explore_status,exploration_complete
1574.64,frontiers,avail=2 black=0
1574.64,explore_status,exploration_complete
1575.14,frontiers,avail=2 black=0
1575.14,explore_status,exploration_complete
1575.64,frontiers,avail=2 black=0
1575.64,explore_status,exploration_complete
1576.14,frontiers,avail=2 black=0
1576.14,explore_status,exploration_complete
1576.64,frontiers,avail=2 black=0
1576.64,explore_status,exploration_complete
1577.14,frontiers,avail=2 black=0
1577.14,explore_status,exploration_complete
1577.64,frontiers,avail=2 black=0
1577.64,explore_status,exploration_complete
1578.14,frontiers,avail=2 black=0
1578.14,explore_status,exploration_complete
1578.64,frontiers,avail=2 black=0
1578.64,explore_status,exploration_complete
1579.14,frontiers,avail=2 black=0
1579.14,explore_status,exploration_complete
1579.64,frontiers,avail=2 black=0
1579.64,explore_status,exploration_complete
1580.14,frontiers,avail=2 black=0
1580.14,explore_status,exploration_complete
1580.64,frontiers,avail=2 black=0
1580.64,explore_status,exploration_complete
1581.14,frontiers,avail=2 black=0
1581.14,explore_status,exploration_complete
1581.64,frontiers,avail=2 black=0
1581.64,explore_status,exploration_complete
1582.14,frontiers,avail=2 black=0
1582.14,explore_status,exploration_complete
1582.64,frontiers,avail=2 black=0
1582.64,explore_status,exploration_complete
1583.14,frontiers,avail=2 black=0
1583.14,explore_status,exploration_complete
1583.64,frontiers,avail=2 black=0
1583.64,explore_status,exploration_complete
1584.14,frontiers,avail=2 black=0
1584.14,explore_status,exploration_complete
1584.64,frontiers,avail=2 black=0
1584.64,explore_status,exploration_complete
1585.14,frontiers,avail=2 black=0
1585.14,explore_status,exploration_complete
1585.64,frontiers,avail=2 black=0
1585.64,explore_status,exploration_complete
1586.14,frontiers,avail=2 black=0
1586.14,explore_status,exploration_complete
1586.64,frontiers,avail=2 black=0
1586.64,explore_status,exploration_complete
1587.14,frontiers,avail=2 black=0
1587.14,explore_status,exploration_complete
1587.64,frontiers,avail=2 black=0
1587.64,explore_status,exploration_complete
1588.14,frontiers,avail=2 black=0
1588.14,explore_status,exploration_complete
1588.64,frontiers,avail=2 black=0
1588.64,explore_status,exploration_complete
1589.14,frontiers,avail=2 black=0
1589.14,explore_status,exploration_complete
1589.64,frontiers,avail=2 black=0
1589.64,explore_status,exploration_complete
1590.14,frontiers,avail=2 black=0
1590.14,explore_status,exploration_complete
1590.64,frontiers,avail=2 black=0
1590.64,explore_status,exploration_complete
1591.14,frontiers,avail=2 black=0
1591.14,explore_status,exploration_complete
1591.64,frontiers,avail=2 black=0
1591.64,explore_status,exploration_complete
1592.14,frontiers,avail=2 black=0
1592.14,explore_status,exploration_complete
1592.64,frontiers,avail=2 black=0
1592.64,explore_status,exploration_complete
1593.14,frontiers,avail=2 black=0
1593.14,explore_status,exploration_complete
1593.64,frontiers,avail=2 black=0
1593.64,explore_status,exploration_complete
1594.14,frontiers,avail=2 black=0
1594.14,explore_status,exploration_complete
1594.64,frontiers,avail=2 black=0
1594.64,explore_status,exploration_complete
1595.14,frontiers,avail=2 black=0
1595.14,explore_status,exploration_complete
1595.64,frontiers,avail=2 black=0
1595.64,explore_status,exploration_complete
1596.14,frontiers,avail=2 black=0
1596.14,explore_status,exploration_complete
1596.64,frontiers,avail=2 black=0
1596.64,explore_status,exploration_complete
1597.14,frontiers,avail=2 black=0
1597.14,explore_status,exploration_complete
1597.64,frontiers,avail=2 black=0
1597.64,explore_status,exploration_complete
1598.14,frontiers,avail=2 black=0
1598.14,explore_status,exploration_complete
1598.64,frontiers,avail=2 black=0
1598.64,explore_status,exploration_complete
1599.14,frontiers,avail=2 black=0
1599.14,explore_status,exploration_complete
1599.64,frontiers,avail=2 black=0
1599.64,explore_status,exploration_complete
1600.14,frontiers,avail=2 black=0
1600.14,explore_status,exploration_complete
1600.64,frontiers,avail=2 black=0
1600.64,explore_status,exploration_complete
1601.14,frontiers,avail=2 black=0
1601.14,explore_status,exploration_complete
1601.64,frontiers,avail=2 black=0
1601.64,explore_status,exploration_complete
1602.14,frontiers,avail=2 black=0
1602.14,explore_status,exploration_complete
1602.64,frontiers,avail=2 black=0
1602.64,explore_status,exploration_complete
1603.14,frontiers,avail=2 black=0
1603.14,explore_status,exploration_complete
1603.64,frontiers,avail=2 black=0
1603.64,explore_status,exploration_complete
1604.14,frontiers,avail=2 black=0
1604.14,explore_status,exploration_complete
1604.64,frontiers,avail=2 black=0
1604.64,explore_status,exploration_complete
1605.14,frontiers,avail=2 black=0
1605.14,explore_status,exploration_complete
1605.64,frontiers,avail=2 black=0
1605.64,explore_status,exploration_complete
1606.14,frontiers,avail=2 black=0
1606.14,explore_status,exploration_complete
1606.64,frontiers,avail=2 black=0
1606.64,explore_status,exploration_complete
1607.14,frontiers,avail=2 black=0
1607.14,explore_status,exploration_complete
1607.64,frontiers,avail=2 black=0
1607.64,explore_status,exploration_complete
1608.14,frontiers,avail=2 black=0
1608.14,explore_status,exploration_complete
1608.64,frontiers,avail=2 black=0
1608.64,explore_status,exploration_complete
1609.14,frontiers,avail=2 black=0
1609.14,explore_status,exploration_complete
1609.64,frontiers,avail=2 black=0
1609.64,explore_status,exploration_complete
1610.14,frontiers,avail=2 black=0
1610.14,explore_status,exploration_complete
1610.64,frontiers,avail=2 black=0
1610.64,explore_status,exploration_complete
1611.14,frontiers,avail=2 black=0
1611.14,explore_status,exploration_complete
1611.64,frontiers,avail=2 black=0
1611.64,explore_status,exploration_complete
1612.14,frontiers,avail=2 black=0
1612.14,explore_status,exploration_complete
1612.64,frontiers,avail=2 black=0
1612.64,explore_status,exploration_complete
1613.14,frontiers,avail=2 black=0
1613.14,explore_status,exploration_complete
1613.64,frontiers,avail=2 black=0
1613.64,explore_status,exploration_complete
1614.14,frontiers,avail=2 black=0
1614.14,explore_status,exploration_complete
1614.64,frontiers,avail=2 black=0
1614.64,explore_status,exploration_complete
1615.14,frontiers,avail=2 black=0
1615.14,explore_status,exploration_complete
1615.64,frontiers,avail=2 black=0
1615.64,explore_status,exploration_complete
1616.14,frontiers,avail=2 black=0
1616.14,explore_status,exploration_complete
1616.64,frontiers,avail=2 black=0
1616.64,explore_status,exploration_complete
1617.14,frontiers,avail=2 black=0
1617.14,explore_status,exploration_complete
1617.64,frontiers,avail=2 black=0
1617.64,explore_status,exploration_complete
1618.14,frontiers,avail=2 black=0
1618.14,explore_status,exploration_complete
1618.64,frontiers,avail=2 black=0
1618.64,explore_status,exploration_complete
1619.14,frontiers,avail=2 black=0
1619.14,explore_status,exploration_complete
1619.64,frontiers,avail=2 black=0
1619.64,explore_status,exploration_complete
1620.14,frontiers,avail=2 black=0
1620.14,explore_status,exploration_complete
1620.64,frontiers,avail=2 black=0
1620.64,explore_status,exploration_complete
1621.14,frontiers,avail=2 black=0
1621.14,explore_status,exploration_complete
1621.64,frontiers,avail=2 black=0
1621.64,explore_status,exploration_complete
1622.14,frontiers,avail=2 black=0
1622.14,explore_status,exploration_complete
1622.64,frontiers,avail=2 black=0
1622.64,explore_status,exploration_complete
1623.14,frontiers,avail=2 black=0
1623.14,explore_status,exploration_complete
1623.64,frontiers,avail=2 black=0
1623.64,explore_status,exploration_complete
1624.14,frontiers,avail=2 black=0
1624.14,explore_status,exploration_complete
1624.64,frontiers,avail=2 black=0
1624.64,explore_status,exploration_complete
1625.14,frontiers,avail=2 black=0
1625.14,explore_status,exploration_complete
1625.64,frontiers,avail=2 black=0
1625.64,explore_status,exploration_complete
1626.14,frontiers,avail=2 black=0
1626.14,explore_status,exploration_complete
1626.64,frontiers,avail=2 black=0
1626.64,explore_status,exploration_complete
1627.14,frontiers,avail=2 black=0
1627.14,explore_status,exploration_complete
1627.64,frontiers,avail=2 black=0
1627.64,explore_status,exploration_complete
1628.14,frontiers,avail=2 black=0
1628.14,explore_status,exploration_complete
1628.64,frontiers,avail=2 black=0
1628.64,explore_status,exploration_complete
1629.14,frontiers,avail=2 black=0
1629.14,explore_status,exploration_complete
1629.64,frontiers,avail=2 black=0
1629.64,explore_status,exploration_complete
1630.14,frontiers,avail=2 black=0
1630.14,explore_status,exploration_complete
1630.64,frontiers,avail=2 black=0
1630.64,explore_status,exploration_complete
1631.14,frontiers,avail=2 black=0
1631.14,explore_status,exploration_complete
1631.64,frontiers,avail=2 black=0
1631.64,explore_status,exploration_complete
1632.14,frontiers,avail=2 black=0
1632.14,explore_status,exploration_complete
1632.64,frontiers,avail=2 black=0
1632.64,explore_status,exploration_complete
1633.14,frontiers,avail=2 black=0
1633.14,explore_status,exploration_complete
1633.64,frontiers,avail=2 black=0
1633.64,explore_status,exploration_complete
1634.14,frontiers,avail=2 black=0
1634.14,explore_status,exploration_complete
1634.64,frontiers,avail=2 black=0
1634.64,explore_status,exploration_complete
1635.14,frontiers,avail=2 black=0
1635.14,explore_status,exploration_complete
1635.64,frontiers,avail=2 black=0
1635.64,explore_status,exploration_complete
1636.14,frontiers,avail=2 black=0
1636.14,explore_status,exploration_complete
1636.64,frontiers,avail=2 black=0
1636.64,explore_status,exploration_complete
1637.14,frontiers,avail=2 black=0
1637.14,explore_status,exploration_complete
1637.64,frontiers,avail=2 black=0
1637.64,explore_status,exploration_complete
1638.14,frontiers,avail=2 black=0
1638.14,explore_status,exploration_complete
1638.64,frontiers,avail=2 black=0
1638.64,explore_status,exploration_complete
1639.14,frontiers,avail=2 black=0
1639.14,explore_status,exploration_complete
1639.64,frontiers,avail=2 black=0
1639.64,explore_status,exploration_complete
1640.14,frontiers,avail=2 black=0
1640.14,explore_status,exploration_complete
1640.64,frontiers,avail=2 black=0
1640.64,explore_status,exploration_complete
1641.14,frontiers,avail=2 black=0
1641.14,explore_status,exploration_complete
1641.64,frontiers,avail=2 black=0
1641.64,explore_status,exploration_complete
1642.14,frontiers,avail=2 black=0
1642.14,explore_status,exploration_complete
1642.64,frontiers,avail=2 black=0
1642.64,explore_status,exploration_complete
1643.14,frontiers,avail=2 black=0
1643.14,explore_status,exploration_complete
1643.64,frontiers,avail=2 black=0
1643.64,explore_status,exploration_complete
1644.14,frontiers,avail=2 black=0
1644.14,explore_status,exploration_complete
1644.64,frontiers,avail=2 black=0
1644.64,explore_status,exploration_complete
1645.14,frontiers,avail=2 black=0
1645.14,explore_status,exploration_complete
1645.64,frontiers,avail=2 black=0
1645.64,explore_status,exploration_complete
1646.14,frontiers,avail=2 black=0
1646.14,explore_status,exploration_complete
1646.64,frontiers,avail=2 black=0
1646.64,explore_status,exploration_complete
1647.14,frontiers,avail=2 black=0
1647.14,explore_status,exploration_complete
1647.64,frontiers,avail=2 black=0
1647.64,explore_status,exploration_complete
1648.14,frontiers,avail=2 black=0
1648.14,explore_status,exploration_complete
1648.64,frontiers,avail=2 black=0
1648.64,explore_status,exploration_complete
1649.14,frontiers,avail=2 black=0
1649.14,explore_status,exploration_complete
1649.64,frontiers,avail=2 black=0
1649.64,explore_status,exploration_complete
1650.14,frontiers,avail=2 black=0
1650.14,explore_status,exploration_complete
1650.64,frontiers,avail=2 black=0
1650.64,explore_status,exploration_complete
1651.14,frontiers,avail=2 black=0
1651.14,explore_status,exploration_complete
1651.64,frontiers,avail=2 black=0
1651.64,explore_status,exploration_complete
1652.14,frontiers,avail=2 black=0
1652.14,explore_status,exploration_complete
1652.64,frontiers,avail=2 black=0
1652.64,explore_status,exploration_complete
1653.14,frontiers,avail=2 black=0
1653.14,explore_status,exploration_complete
1653.64,frontiers,avail=2 black=0
1653.64,explore_status,exploration_complete
1654.14,frontiers,avail=2 black=0
1654.14,explore_status,exploration_complete
1654.64,frontiers,avail=2 black=0
1654.64,explore_status,exploration_complete
1655.14,frontiers,avail=2 black=0
1655.14,explore_status,exploration_complete
1655.64,frontiers,avail=2 black=0
1655.64,explore_status,exploration_complete
1656.14,frontiers,avail=2 black=0
1656.14,explore_status,exploration_complete
1656.64,frontiers,avail=2 black=0
1656.64,explore_status,exploration_complete
1657.14,frontiers,avail=2 black=0
1657.14,explore_status,exploration_complete
1657.64,frontiers,avail=2 black=0
1657.64,explore_status,exploration_complete
1658.14,frontiers,avail=2 black=0
1658.14,explore_status,exploration_complete
1658.64,frontiers,avail=2 black=0
1658.64,explore_status,exploration_complete
1659.14,frontiers,avail=2 black=0
1659.14,explore_status,exploration_complete
1659.64,frontiers,avail=2 black=0
1659.64,explore_status,exploration_complete
1660.14,frontiers,avail=2 black=0
1660.14,explore_status,exploration_complete
1660.64,frontiers,avail=2 black=0
1660.64,explore_status,exploration_complete
1661.14,frontiers,avail=2 black=0
1661.14,explore_status,exploration_complete
1661.64,frontiers,avail=2 black=0
1661.64,explore_status,exploration_complete
1662.14,frontiers,avail=2 black=0
1662.14,explore_status,exploration_complete
1662.64,frontiers,avail=2 black=0
1662.64,explore_status,exploration_complete
1663.14,frontiers,avail=2 black=0
1663.14,explore_status,exploration_complete
1663.64,frontiers,avail=2 black=0
1663.64,explore_status,exploration_complete
1664.14,frontiers,avail=2 black=0
1664.14,explore_status,exploration_complete
1664.64,frontiers,avail=2 black=0
1664.64,explore_status,exploration_complete
1665.14,frontiers,avail=2 black=0
1665.14,explore_status,exploration_complete
1665.64,frontiers,avail=2 black=0
1665.64,explore_status,exploration_complete
1666.14,frontiers,avail=2 black=0
1666.14,explore_status,exploration_complete
1666.64,frontiers,avail=2 black=0
1666.64,explore_status,exploration_complete
1667.14,frontiers,avail=2 black=0
1667.14,explore_status,exploration_complete
1667.64,frontiers,avail=2 black=0
1667.64,explore_status,exploration_complete
1668.14,frontiers,avail=2 black=0
1668.14,explore_status,exploration_complete
1668.64,frontiers,avail=2 black=0
1668.64,explore_status,exploration_complete
1669.14,frontiers,avail=2 black=0
1669.14,explore_status,exploration_complete
1669.64,frontiers,avail=2 black=0
1669.64,explore_status,exploration_complete
1670.14,frontiers,avail=2 black=0
1670.14,explore_status,exploration_complete
1670.64,frontiers,avail=2 black=0
1670.64,explore_status,exploration_complete
1671.14,frontiers,avail=2 black=0
1671.14,explore_status,exploration_complete
1671.64,frontiers,avail=2 black=0
1671.64,explore_status,exploration_complete
1672.14,frontiers,avail=2 black=0
1672.14,explore_status,exploration_complete
1672.64,frontiers,avail=2 black=0
1672.64,explore_status,exploration_complete
1673.14,frontiers,avail=2 black=0
1673.14,explore_status,exploration_complete
1673.64,frontiers,avail=2 black=0
1673.64,explore_status,exploration_complete
1674.14,frontiers,avail=2 black=0
1674.14,explore_status,exploration_complete
1674.64,frontiers,avail=2 black=0
1674.64,explore_status,exploration_complete
1675.14,frontiers,avail=2 black=0
1675.14,explore_status,exploration_complete
1675.64,frontiers,avail=2 black=0
1675.64,explore_status,exploration_complete
1676.14,frontiers,avail=2 black=0
1676.14,explore_status,exploration_complete
1676.64,frontiers,avail=2 black=0
1676.64,explore_status,exploration_complete
1677.14,frontiers,avail=2 black=0
1677.14,explore_status,exploration_complete
1677.64,frontiers,avail=2 black=0
1677.64,explore_status,exploration_complete
1678.14,frontiers,avail=2 black=0
1678.14,explore_status,exploration_complete
1678.64,frontiers,avail=2 black=0
1678.64,explore_status,exploration_complete
1679.14,frontiers,avail=2 black=0
1679.14,explore_status,exploration_complete
1679.64,frontiers,avail=2 black=0
1679.64,explore_status,exploration_complete
1680.14,frontiers,avail=2 black=0
1680.14,explore_status,exploration_complete
1680.64,frontiers,avail=2 black=0
1680.64,explore_status,exploration_complete
1681.14,frontiers,avail=2 black=0
1681.14,explore_status,exploration_complete
1681.64,frontiers,avail=2 black=0
1681.64,explore_status,exploration_complete
1682.14,frontiers,avail=2 black=0
1682.14,explore_status,exploration_complete
1682.64,frontiers,avail=2 black=0
1682.64,explore_status,exploration_complete
1683.14,frontiers,avail=2 black=0
1683.14,explore_status,exploration_complete
1683.64,frontiers,avail=2 black=0
1683.64,explore_status,exploration_complete
1684.14,frontiers,avail=2 black=0
1684.14,explore_status,exploration_complete
1684.64,frontiers,avail=2 black=0
1684.64,explore_status,exploration_complete
1685.14,frontiers,avail=2 black=0
1685.14,explore_status,exploration_complete
1685.64,frontiers,avail=2 black=0
1685.64,explore_status,exploration_complete
1686.14,frontiers,avail=2 black=0
1686.14,explore_status,exploration_complete
1686.64,frontiers,avail=2 black=0
1686.64,explore_status,exploration_complete
1687.14,frontiers,avail=2 black=0
1687.14,explore_status,exploration_complete
1687.64,frontiers,avail=2 black=0
1687.64,explore_status,exploration_complete
1688.14,frontiers,avail=2 black=0
1688.14,explore_status,exploration_complete
1688.64,frontiers,avail=2 black=0
1688.64,explore_status,exploration_complete
1689.14,frontiers,avail=2 black=0
1689.14,explore_status,exploration_complete
1689.64,frontiers,avail=2 black=0
1689.64,explore_status,exploration_complete
1690.14,frontiers,avail=2 black=0
1690.14,explore_status,exploration_complete
1690.64,frontiers,avail=2 black=0
1690.64,explore_status,exploration_complete
1691.14,frontiers,avail=2 black=0
1691.14,explore_status,exploration_complete
1691.64,frontiers,avail=2 black=0
1691.64,explore_status,exploration_complete
1692.14,frontiers,avail=2 black=0
1692.14,explore_status,exploration_complete
1692.64,frontiers,avail=2 black=0
1692.64,explore_status,exploration_complete
1693.14,frontiers,avail=2 black=0
1693.14,explore_status,exploration_complete
1693.64,frontiers,avail=2 black=0
1693.64,explore_status,exploration_complete
1694.14,frontiers,avail=2 black=0
1694.14,explore_status,exploration_complete
1694.64,frontiers,avail=2 black=0
1694.64,explore_status,exploration_complete
1695.14,frontiers,avail=2 black=0
1695.14,explore_status,exploration_complete
1695.64,frontiers,avail=2 black=0
1695.64,explore_status,exploration_complete
1696.14,frontiers,avail=2 black=0
1696.14,explore_status,exploration_complete
1696.64,frontiers,avail=2 black=0
1696.64,explore_status,exploration_complete
1697.14,frontiers,avail=2 black=0
1697.14,explore_status,exploration_complete
1697.64,frontiers,avail=2 black=0
1697.64,explore_status,exploration_complete
1698.14,frontiers,avail=2 black=0
1698.14,explore_status,exploration_complete
1698.64,frontiers,avail=2 black=0
1698.64,explore_status,exploration_complete
1699.14,frontiers,avail=2 black=0
1699.14,explore_status,exploration_complete
1699.64,frontiers,avail=2 black=0
1699.64,explore_status,exploration_complete
1700.14,frontiers,avail=2 black=0
1700.14,explore_status,exploration_complete
1700.64,frontiers,avail=2 black=0
1700.64,explore_status,exploration_complete
1701.14,frontiers,avail=2 black=0
1701.14,explore_status,exploration_complete
1701.64,frontiers,avail=2 black=0
1701.64,explore_status,exploration_complete
1702.14,frontiers,avail=2 black=0
1702.14,explore_status,exploration_complete
1702.64,frontiers,avail=2 black=0
1702.64,explore_status,exploration_complete
1703.14,frontiers,avail=2 black=0
1703.14,explore_status,exploration_complete
1703.64,frontiers,avail=2 black=0
1703.64,explore_status,exploration_complete
1704.14,frontiers,avail=2 black=0
1704.14,explore_status,exploration_complete
1704.64,frontiers,avail=2 black=0
1704.64,explore_status,exploration_complete
1705.14,frontiers,avail=2 black=0
1705.14,explore_status,exploration_complete
1705.64,frontiers,avail=2 black=0
1705.64,explore_status,exploration_complete
1706.14,frontiers,avail=2 black=0
1706.14,explore_status,exploration_complete
1706.64,frontiers,avail=2 black=0
1706.64,explore_status,exploration_complete
1707.14,frontiers,avail=2 black=0
